expert_id,risk_id,alternative_id,alternative,criterion,score
Expert_24,R1,A2,Contractor,C6,8
Expert_24,R1,A2,Contractor,C7,7
Expert_24,R1,A3,Consultant,C1,3
Expert_24,R1,A3,Consultant,C2,6
Expert_24,R1,A3,Consultant,C3,5
Expert_24,R1,A3,Consultant,C4,9
Expert_24,R1,A3,Consultant,C5,8
Expert_24,R1,A3,Consultant,C6,6
Expert_24,R1,A3,Consultant,C7,4
Expert_24,R1,A4,Shared,C1,9
Expert_24,R1,A4,Shared,C2,9
Expert_24,R1,A4,Shared,C3,8
Expert_24,R1,A4,Shared,C4,8
Expert_24,R1,A4,Shared,C5,9
Expert_24,R1,A4,Shared,C6,8
Expert_24,R1,A4,Shared,C7,9
Expert_25,R1,A1,Client,C1,6
Expert_25,R1,A1,Client,C2,5
Expert_25,R1,A1,Client,C3,9
Expert_25,R1,A1,Client,C4,8
Expert_25,R1,A1,Client,C5,6
Expert_25,R1,A1,Client,C6,5
Expert_25,R1,A1,Client,C7,5
Expert_25,R1,A2,Contractor,C1,9
Expert_25,R1,A2,Contractor,C2,9
Expert_25,R1,A2,Contractor,C3,7
Expert_25,R1,A2,Contractor,C4,4
Expert_25,R1,A2,Contractor,C5,8
Expert_25,R1,A2,Contractor,C6,7
Expert_25,R1,A2,Contractor,C7,5
Expert_25,R1,A3,Consultant,C1,7
Expert_25,R1,A3,Consultant,C2,6
Expert_25,R1,A3,Consultant,C3,5
Expert_25,R1,A3,Consultant,C4,8
Expert_25,R1,A3,Consultant,C5,9
Expert_25,R1,A3,Consultant,C6,7
Expert_25,R1,A3,Consultant,C7,4
Expert_25,R1,A4,Shared,C1,8
Expert_25,R1,A4,Shared,C2,9
Expert_25,R1,A4,Shared,C3,7
Expert_25,R1,A4,Shared,C4,6
Expert_25,R1,A4,Shared,C5,8
Expert_25,R1,A4,Shared,C6,8
Expert_25,R1,A4,Shared,C7,9
Expert_26,R1,A1,Client,C1,4
Expert_26,R1,A1,Client,C2,3
Expert_26,R1,A1,Client,C3,7
Expert_26,R1,A1,Client,C4,6
Expert_26,R1,A1,Client,C5,7
Expert_26,R1,A1,Client,C6,5
Expert_26,R1,A1,Client,C7,4
Expert_26,R1,A2,Contractor,C1,8
Expert_26,R1,A2,Contractor,C2,8
Expert_26,R1,A2,Contractor,C3,6
Expert_26,R1,A2,Contractor,C4,4
Expert_26,R1,A2,Contractor,C5,5
Expert_26,R1,A2,Contractor,C6,9
Expert_26,R1,A2,Contractor,C7,8
Expert_26,R1,A3,Consultant,C1,3
Expert_26,R1,A3,Consultant,C2,6
Expert_26,R1,A3,Consultant,C3,5
Expert_26,R1,A3,Consultant,C4,9
Expert_26,R1,A3,Consultant,C5,9
Expert_26,R1,A3,Consultant,C6,6
Expert_26,R1,A3,Consultant,C7,3
Expert_26,R1,A4,Shared,C1,9
Expert_26,R1,A4,Shared,C2,9
Expert_26,R1,A4,Shared,C3,9
Expert_26,R1,A4,Shared,C4,7
Expert_26,R1,A4,Shared,C5,9
Expert_26,R1,A4,Shared,C6,8
Expert_26,R1,A4,Shared,C7,9
Expert_27,R1,A1,Client,C1,6
Expert_27,R1,A1,Client,C2,3
Expert_27,R1,A1,Client,C3,9
Expert_27,R1,A1,Client,C4,8
Expert_27,R1,A1,Client,C5,7
Expert_27,R1,A1,Client,C6,6
Expert_27,R1,A1,Client,C7,3
Expert_27,R1,A2,Contractor,C1,7
Expert_27,R1,A2,Contractor,C2,7
Expert_27,R1,A2,Contractor,C3,9
Expert_27,R1,A2,Contractor,C4,6
Expert_27,R1,A2,Contractor,C5,8
Expert_27,R1,A2,Contractor,C6,7
Expert_27,R1,A2,Contractor,C7,6
Expert_27,R1,A3,Consultant,C1,4
Expert_27,R1,A3,Consultant,C2,6
Expert_27,R1,A3,Consultant,C3,5
Expert_27,R1,A3,Consultant,C4,5
Expert_27,R1,A3,Consultant,C5,8
Expert_27,R1,A3,Consultant,C6,7
Expert_27,R1,A3,Consultant,C7,4
Expert_27,R1,A4,Shared,C1,8
Expert_27,R1,A4,Shared,C2,9
Expert_27,R1,A4,Shared,C3,8
Expert_27,R1,A4,Shared,C4,9
Expert_27,R1,A4,Shared,C5,7
Expert_27,R1,A4,Shared,C6,9
Expert_27,R1,A4,Shared,C7,9
Expert_28,R1,A1,Client,C1,7
Expert_28,R1,A1,Client,C2,7
Expert_28,R1,A1,Client,C3,9
Expert_28,R1,A1,Client,C4,6
Expert_28,R1,A1,Client,C5,6
Expert_28,R1,A1,Client,C6,6
Expert_28,R1,A1,Client,C7,6
Expert_28,R1,A2,Contractor,C1,8
Expert_28,R1,A2,Contractor,C2,7
Expert_28,R1,A2,Contractor,C3,6
Expert_28,R1,A2,Contractor,C4,6
Expert_28,R1,A2,Contractor,C5,5
Expert_28,R1,A2,Contractor,C6,5
Expert_28,R1,A2,Contractor,C7,8
Expert_28,R1,A3,Consultant,C1,6
Expert_28,R1,A3,Consultant,C2,8
Expert_28,R1,A3,Consultant,C3,3
Expert_28,R1,A3,Consultant,C4,6
Expert_28,R1,A3,Consultant,C5,8
Expert_28,R1,A3,Consultant,C6,3
Expert_28,R1,A3,Consultant,C7,3
Expert_28,R1,A4,Shared,C1,9
Expert_28,R1,A4,Shared,C2,9
Expert_28,R1,A4,Shared,C3,9
Expert_28,R1,A4,Shared,C4,8
Expert_28,R1,A4,Shared,C5,7
Expert_28,R1,A4,Shared,C6,8
Expert_28,R1,A4,Shared,C7,9
Expert_29,R1,A1,Client,C1,7
Expert_29,R1,A1,Client,C2,6
Expert_29,R1,A1,Client,C3,9
Expert_29,R1,A1,Client,C4,6
Expert_29,R1,A1,Client,C5,8
Expert_29,R1,A1,Client,C6,4
Expert_29,R1,A1,Client,C7,4
Expert_29,R1,A2,Contractor,C1,8
Expert_29,R1,A2,Contractor,C2,9
Expert_29,R1,A2,Contractor,C3,8
Expert_29,R1,A2,Contractor,C4,4
Expert_29,R1,A2,Contractor,C5,5
Expert_29,R1,A2,Contractor,C6,9
Expert_29,R1,A2,Contractor,C7,7
Expert_29,R1,A3,Consultant,C1,3
Expert_29,R1,A3,Consultant,C2,7
Expert_29,R1,A3,Consultant,C3,3
Expert_29,R1,A3,Consultant,C4,7
Expert_29,R1,A3,Consultant,C5,8
Expert_29,R1,A3,Consultant,C6,6
Expert_29,R1,A3,Consultant,C7,4
Expert_29,R1,A4,Shared,C1,9
Expert_29,R1,A4,Shared,C2,9
Expert_29,R1,A4,Shared,C3,9
Expert_29,R1,A4,Shared,C4,7
Expert_29,R1,A4,Shared,C5,9
Expert_29,R1,A4,Shared,C6,9
Expert_29,R1,A4,Shared,C7,9
Expert_30,R1,A1,Client,C1,5
Expert_30,R1,A1,Client,C2,4
Expert_30,R1,A1,Client,C3,9
Expert_30,R1,A1,Client,C4,7
Expert_30,R1,A1,Client,C5,7
Expert_30,R1,A1,Client,C6,5
Expert_30,R1,A1,Client,C7,5
Expert_30,R1,A2,Contractor,C1,8
Expert_30,R1,A2,Contractor,C2,6
Expert_30,R1,A2,Contractor,C3,6
Expert_30,R1,A2,Contractor,C4,8
Expert_30,R1,A2,Contractor,C5,5
Expert_30,R1,A2,Contractor,C6,7
Expert_30,R1,A2,Contractor,C7,7
Expert_30,R1,A3,Consultant,C1,5
Expert_30,R1,A3,Consultant,C2,8
Expert_30,R1,A3,Consultant,C3,4
Expert_30,R1,A3,Consultant,C4,6
Expert_30,R1,A3,Consultant,C5,9
Expert_30,R1,A3,Consultant,C6,5
Expert_30,R1,A3,Consultant,C7,6
Expert_30,R1,A4,Shared,C1,9
Expert_30,R1,A4,Shared,C2,7
Expert_30,R1,A4,Shared,C3,9
Expert_30,R1,A4,Shared,C4,7
Expert_30,R1,A4,Shared,C5,8
Expert_30,R1,A4,Shared,C6,6
Expert_30,R1,A4,Shared,C7,7
Expert_31,R1,A1,Client,C1,5
Expert_31,R1,A1,Client,C2,5
Expert_31,R1,A1,Client,C3,9
Expert_31,R1,A1,Client,C4,8
Expert_31,R1,A1,Client,C5,5
Expert_31,R1,A1,Client,C6,7
Expert_31,R1,A1,Client,C7,7
Expert_31,R1,A2,Contractor,C1,8
Expert_31,R1,A2,Contractor,C2,7
Expert_31,R1,A2,Contractor,C3,8
Expert_31,R1,A2,Contractor,C4,5
Expert_31,R1,A2,Contractor,C5,8
Expert_31,R1,A2,Contractor,C6,6
Expert_31,R1,A2,Contractor,C7,5
Expert_31,R1,A3,Consultant,C1,5
Expert_31,R1,A3,Consultant,C2,5
Expert_31,R1,A3,Consultant,C3,6
Expert_31,R1,A3,Consultant,C4,9
Expert_31,R1,A3,Consultant,C5,6
Expert_31,R1,A3,Consultant,C6,5
Expert_31,R1,A3,Consultant,C7,5
Expert_31,R1,A4,Shared,C1,9
Expert_31,R1,A4,Shared,C2,9
Expert_31,R1,A4,Shared,C3,8
Expert_31,R1,A4,Shared,C4,9
Expert_31,R1,A4,Shared,C5,8
Expert_31,R1,A4,Shared,C6,6
Expert_31,R1,A4,Shared,C7,7
Expert_32,R1,A1,Client,C1,4
Expert_32,R1,A1,Client,C2,5
Expert_32,R1,A1,Client,C3,9
Expert_32,R1,A1,Client,C4,7
Expert_32,R1,A1,Client,C5,7
Expert_32,R1,A1,Client,C6,6
Expert_32,R1,A1,Client,C7,5
Expert_32,R1,A2,Contractor,C1,9
Expert_32,R1,A2,Contractor,C2,9
Expert_32,R1,A2,Contractor,C3,8
Expert_32,R1,A2,Contractor,C4,6
Expert_32,R1,A2,Contractor,C5,8
Expert_32,R1,A2,Contractor,C6,9
Expert_32,R1,A2,Contractor,C7,9
Expert_32,R1,A3,Consultant,C1,5
Expert_32,R1,A3,Consultant,C2,6
Expert_32,R1,A3,Consultant,C3,7
Expert_32,R1,A3,Consultant,C4,5
Expert_32,R1,A3,Consultant,C5,6
Expert_32,R1,A3,Consultant,C6,4
Expert_32,R1,A3,Consultant,C7,3
Expert_32,R1,A4,Shared,C1,8
Expert_32,R1,A4,Shared,C2,7
Expert_32,R1,A4,Shared,C3,8
Expert_32,R1,A4,Shared,C4,8
Expert_32,R1,A4,Shared,C5,9
Expert_32,R1,A4,Shared,C6,8
Expert_32,R1,A4,Shared,C7,9
Expert_33,R1,A1,Client,C1,7
Expert_33,R1,A1,Client,C2,3
Expert_33,R1,A1,Client,C3,9
Expert_33,R1,A1,Client,C4,8
Expert_33,R1,A1,Client,C5,8
Expert_33,R1,A1,Client,C6,5
Expert_33,R1,A1,Client,C7,6
Expert_33,R1,A2,Contractor,C1,8
Expert_33,R1,A2,Contractor,C2,8
Expert_33,R1,A2,Contractor,C3,6
Expert_33,R1,A2,Contractor,C4,5
Expert_33,R1,A2,Contractor,C5,5
Expert_33,R1,A2,Contractor,C6,6
Expert_33,R1,A2,Contractor,C7,9
Expert_33,R1,A3,Consultant,C1,5
Expert_33,R1,A3,Consultant,C2,5
Expert_33,R1,A3,Consultant,C3,3
Expert_33,R1,A3,Consultant,C4,8
Expert_33,R1,A3,Consultant,C5,7
Expert_33,R1,A3,Consultant,C6,4
Expert_33,R1,A3,Consultant,C7,2
Expert_33,R1,A4,Shared,C1,9
Expert_33,R1,A4,Shared,C2,9
Expert_33,R1,A4,Shared,C3,7
Expert_33,R1,A4,Shared,C4,7
Expert_33,R1,A4,Shared,C5,9
Expert_33,R1,A4,Shared,C6,8
Expert_33,R1,A4,Shared,C7,7
Expert_34,R1,A1,Client,C1,8
Expert_34,R1,A1,Client,C2,5
Expert_34,R1,A1,Client,C3,8
Expert_34,R1,A1,Client,C4,9
Expert_34,R1,A1,Client,C5,9
Expert_34,R1,A1,Client,C6,8
Expert_34,R1,A1,Client,C7,4
Expert_34,R1,A2,Contractor,C1,8
Expert_34,R1,A2,Contractor,C2,9
Expert_34,R1,A2,Contractor,C3,7
Expert_34,R1,A2,Contractor,C4,8
Expert_34,R1,A2,Contractor,C5,8
Expert_34,R1,A2,Contractor,C6,7
Expert_34,R1,A2,Contractor,C7,7
Expert_34,R1,A3,Consultant,C1,4
Expert_34,R1,A3,Consultant,C2,6
Expert_34,R1,A3,Consultant,C3,5
Expert_34,R1,A3,Consultant,C4,9
Expert_34,R1,A3,Consultant,C5,8
Expert_34,R1,A3,Consultant,C6,4
Expert_34,R1,A3,Consultant,C7,5
Expert_34,R1,A4,Shared,C1,7
Expert_34,R1,A4,Shared,C2,9
Expert_34,R1,A4,Shared,C3,8
Expert_34,R1,A4,Shared,C4,8
Expert_34,R1,A4,Shared,C5,8
Expert_34,R1,A4,Shared,C6,8
Expert_34,R1,A4,Shared,C7,9
Expert_35,R1,A1,Client,C1,7
Expert_35,R1,A1,Client,C2,4
Expert_35,R1,A1,Client,C3,9
Expert_35,R1,A1,Client,C4,6
Expert_35,R1,A1,Client,C5,7
Expert_35,R1,A1,Client,C6,6
Expert_35,R1,A1,Client,C7,3
Expert_35,R1,A2,Contractor,C1,9
Expert_35,R1,A2,Contractor,C2,9
Expert_35,R1,A2,Contractor,C3,5
Expert_35,R1,A2,Contractor,C4,6
Expert_35,R1,A2,Contractor,C5,8
Expert_35,R1,A2,Contractor,C6,6
Expert_35,R1,A2,Contractor,C7,7
Expert_35,R1,A3,Consultant,C1,5
Expert_35,R1,A3,Consultant,C2,8
Expert_35,R1,A3,Consultant,C3,5
Expert_35,R1,A3,Consultant,C4,7
Expert_35,R1,A3,Consultant,C5,6
Expert_35,R1,A3,Consultant,C6,5
Expert_35,R1,A3,Consultant,C7,3
Expert_35,R1,A4,Shared,C1,9
Expert_35,R1,A4,Shared,C2,9
Expert_35,R1,A4,Shared,C3,8
Expert_35,R1,A4,Shared,C4,9
Expert_35,R1,A4,Shared,C5,9
Expert_35,R1,A4,Shared,C6,6
Expert_35,R1,A4,Shared,C7,9
Expert_36,R1,A1,Client,C1,5
Expert_36,R1,A1,Client,C2,5
Expert_36,R1,A1,Client,C3,9
Expert_36,R1,A1,Client,C4,8
Expert_36,R1,A1,Client,C5,8
Expert_36,R1,A1,Client,C6,8
Expert_36,R1,A1,Client,C7,3
Expert_36,R1,A2,Contractor,C1,9
Expert_36,R1,A2,Contractor,C2,6
Expert_36,R1,A2,Contractor,C3,8
Expert_36,R1,A2,Contractor,C4,5
Expert_36,R1,A2,Contractor,C5,6
Expert_36,R1,A2,Contractor,C6,5
Expert_36,R1,A2,Contractor,C7,8
Expert_36,R1,A3,Consultant,C1,5
Expert_36,R1,A3,Consultant,C2,6
Expert_36,R1,A3,Consultant,C3,6
Expert_36,R1,A3,Consultant,C4,5
Expert_36,R1,A3,Consultant,C5,8
Expert_36,R1,A3,Consultant,C6,4
Expert_36,R1,A3,Consultant,C7,2
Expert_36,R1,A4,Shared,C1,9
Expert_36,R1,A4,Shared,C2,8
Expert_36,R1,A4,Shared,C3,9
Expert_36,R1,A4,Shared,C4,9
Expert_36,R1,A4,Shared,C5,9
Expert_36,R1,A4,Shared,C6,7
Expert_36,R1,A4,Shared,C7,9
Expert_37,R1,A1,Client,C1,5
Expert_37,R1,A1,Client,C2,5
Expert_37,R1,A1,Client,C3,9
Expert_37,R1,A1,Client,C4,9
Expert_37,R1,A1,Client,C5,7
Expert_37,R1,A1,Client,C6,8
Expert_37,R1,A1,Client,C7,5
Expert_37,R1,A2,Contractor,C1,7
Expert_37,R1,A2,Contractor,C2,9
Expert_37,R1,A2,Contractor,C3,8
Expert_37,R1,A2,Contractor,C4,8
Expert_37,R1,A2,Contractor,C5,7
Expert_37,R1,A2,Contractor,C6,7
Expert_37,R1,A2,Contractor,C7,7
Expert_37,R1,A3,Consultant,C1,4
Expert_37,R1,A3,Consultant,C2,6
Expert_37,R1,A3,Consultant,C3,6
Expert_37,R1,A3,Consultant,C4,8
Expert_37,R1,A3,Consultant,C5,6
Expert_37,R1,A3,Consultant,C6,7
Expert_37,R1,A3,Consultant,C7,6
Expert_37,R1,A4,Shared,C1,7
Expert_37,R1,A4,Shared,C2,9
Expert_37,R1,A4,Shared,C3,8
Expert_37,R1,A4,Shared,C4,8
Expert_37,R1,A4,Shared,C5,9
Expert_37,R1,A4,Shared,C6,9
Expert_37,R1,A4,Shared,C7,7
